pilot_id,sample_id,object_category,task,executor,decision,issue_type,review_mode,object_task_feasible,executor_feasible,negative_reason,samples_path,pilot_reason,point_cloud_path,source_mask_path,checked_mask_path,render_output_dir
v3_review_001213,3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push,Microwave,press_push,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push
v3_review_001214,3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push,Microwave,press_push,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push
v3_review_001215,3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push,Microwave,press_push,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push
v3_review_001216,3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push,Microwave,press_push,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_2236d7a82f348dfa95722f4079e335ae_press_push
v3_review_001217,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull,StorageFurniture,open_pull,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull
v3_review_001218,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull,StorageFurniture,open_pull,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull
v3_review_001219,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull,StorageFurniture,open_pull,hook,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull
v3_review_001220,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull,StorageFurniture,open_pull,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_open_pull
v3_review_001221,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push,StorageFurniture,press_push,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push
v3_review_001222,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push,StorageFurniture,press_push,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push
v3_review_001223,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push,StorageFurniture,press_push,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push
v3_review_001224,3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push,StorageFurniture,press_push,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_dc4e9bf3eaadf2544c62bee40dcdc539_press_push
v3_review_001225,3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull,StorageFurniture,open_pull,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull
v3_review_001226,3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull,StorageFurniture,open_pull,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull
v3_review_001227,3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull,StorageFurniture,open_pull,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull
v3_review_001228,3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull,StorageFurniture,open_pull,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_open_pull
v3_review_001229,3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push,StorageFurniture,press_push,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push
v3_review_001230,3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push,StorageFurniture,press_push,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push
v3_review_001231,3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push,StorageFurniture,press_push,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push
v3_review_001232,3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push,StorageFurniture,press_push,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_bfb9eda1e7f92339800f2aaba8549124_press_push
v3_review_001233,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull,StorageFurniture,open_pull,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull
v3_review_001234,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull,StorageFurniture,open_pull,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull
v3_review_001235,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull,StorageFurniture,open_pull,hook,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull
v3_review_001236,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull,StorageFurniture,open_pull,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_open_pull
v3_review_001237,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push,StorageFurniture,press_push,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push
v3_review_001238,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push,StorageFurniture,press_push,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push
v3_review_001239,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push,StorageFurniture,press_push,hook,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_hookable_structure,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push
v3_review_001240,3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push,StorageFurniture,press_push,dexterous_hand,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,ordinary_surface_without_operation_meaning,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_ccf7d017b67b51b7b9349bb36676bc81_press_push
v3_review_001241,3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull,StorageFurniture,open_pull,gripper,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull
v3_review_001242,3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull,StorageFurniture,open_pull,suction,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_flat_suction_surface,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull
v3_review_001243,3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull,StorageFurniture,open_pull,hook,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull
v3_review_001244,3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull,StorageFurniture,open_pull,dexterous_hand,review,large_scale_review,point_refine,true,true,,processed/metadata/samples_v3_large_batch_v0_1.jsonl,Large-scale first-pass human review queue; candidate generation should propose top-k regions and reviewers finalize the mask.,processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull.npy,processed/vlm_semantic_part/renders/3danet_full_321eb85037156544799b0b9a0d4a12cf_open_pull
v3_review_001245,3danet_full_321eb85037156544799b0b9a0d4a12cf_press_push,StorageFurniture,press_push,gripper,empty_review_required,executor_infeasible_empty_label,confirm_empty,true,false,no_graspable_region,processed/metadata/samples_v3_large_batch_v0_1.jsonl,"This object-task pair is kept, but this executor channel is marked infeasible by source metadata. Reviewer should confirm the empty label unless a valid affordance region is visible.",processed/points/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_press_push.npy,processed/masks/3d_affordancenet_full_shape_val_batch_v3/3danet_full_321eb85037156544799b0b9a0d4a12cf_press_push.npy,processed/vlm_semantic_part/renders/3danet_full_321eb85037156544799b0b9a0d4a12cf_press_push
